ID;Name;Overall rating;Potential;Growth;Age;Age group;Team;Position rank;Position;IMC;Foot;Joined;Value;Wage;Goalkeeping;Total stats;Body type;Acceleration type;Classement 23/24;Classement 22/23;Classement 21/22;Classement moyen;Palmares ;Value_bins
74759;Gustavo Nunes;66;82;16;18;Junior;Brentford;Attacker;LW;21,7;Right;28-08-24;2,2;28000;11;55;Normal (170-185);Explosive;16;9;13;13;0;02-mars
279497;T. Dibling;66;82;16;18;Junior;Southampton;Attacker;LM;22,8;Left;21-02-23;2,2;22000;14;58;Lean (185+);Controlled Lengthy;24;20;15;20;0;02-mars
205347;M. Luongo;73;73;0;31;Senior;Ipswich Town;Midfielder;CDM;24,5;Right;05-01-23;2,1;41000;11;68;Normal (170-185);Controlled;22;51;42;38;1;02-mars
201417;M. Doherty;73;73;0;32;Senior;Wolverhampton Wanderers;Defender;RB;23,4;Right;20-07-23;2,1;45000;11;68;Normal (185+);Controlled Lengthy;14;13;10;12;3;02-mars
202048;C. Coady;73;73;0;31;Senior;Leicester City;Midfielder;CDM;23,1;Right;01-07-23;2,1;39000;11;65;Normal (185+);Controlled Lengthy;21;18;8;16;1;02-mars
206086;H. Toffolo;72;72;0;28;Major;Nottingham Forest;Defender;LB;21,2;Left;20-07-22;2,1;43000;14;66;Normal (170-185);Controlled;17;16;24;19;1;02-mars
245729;H. Clarke;69;75;6;23;Major;Ipswich Town;Defender;CB;24,7;Right;19-01-23;2,1;29000;11;65;Normal (170-185);Controlled Explosive;22;51;42;38;1;02-mars
243917;J. Gauci;68;75;7;23;Major;Aston Villa;Goalkeeper;GK;23,1;Right;01-02-24;2,1;26000;66;33;Normal (185+);Controlled;4;7;14;8;7;02-mars
257400;Y. Ayari;66;78;12;20;Junior;Brighton & Hove Albion;Midfielder;CAM;23,3;Right;30-01-23;2,1;34000;10;59;Lean (170-185);Controlled;11;6;9;9;0;02-mars
204760;C. Taylor;72;72;0;30;Major;Southampton;Defender;LB;20,5;Left;01-07-24;2;40000;11;66;Normal (185+);Controlled Lengthy;24;20;15;20;0;02-mars
210635;K. Hause;72;72;0;28;Major;Aston Villa;Defender;CB;21,1;Left;17-06-19;2;64000;14;58;Stocky (185+);Controlled Lengthy;4;7;14;8;7;02-mars
239015;E. Dennis;71;71;0;26;Major;Nottingham Forest;Attacker;ST;21,9;Right;13-08-22;2;42000;11;63;Unique;Mostly Explosive;17;16;24;19;1;02-mars
244319;R. Stewart;71;71;0;27;Major;Southampton;Attacker;ST;22,9;Right;01-09-23;2;43000;11;58;Lean (185+);Controlled Lengthy;24;20;15;20;0;02-mars
200759;J. Schlupp;72;72;0;31;Senior;Crystal Palace;Attacker;LW;22,7;Left;13-01-17;1,9;58000;9;69;Stocky (170-185);Controlled Explosive;10;11;12;11;0;01-fÈvr
254470;L. Thomas;70;72;2;23;Major;Leicester City;Defender;LB;21,7;Left;01-06-17;1,9;29000;10;62;Lean (170-185);Controlled Explosive;21;18;8;16;1;01-fÈvr
75577;J. Simpson-Pusey;66;78;12;18;Junior;Manchester City;Defender;CB;23,8;Right;01-07-23;1,9;36000;9;53;Normal (185+);Controlled Lengthy;1;1;1;1;10;01-fÈvr
138412;J. Milner;75;75;0;38;Senior;Brighton & Hove Albion;Midfielder;CDM;22,9;Right;01-07-23;1,8;53000;9;72;Stocky (170-185);Controlled;11;6;9;9;0;01-fÈvr
228410;D. Iversen;71;73;2;26;Major;Leicester City;Goalkeeper;GK;21,5;Right;30-01-16;1,8;23000;70;42;Normal (185+);Controlled Lengthy;21;18;8;16;1;01-fÈvr
264209;L. Bogarde;66;76;10;20;Junior;Aston Villa;Defender;CB;20,9;Right;12-01-21;1,8;37000;11;60;Normal (170-185);Controlled Lengthy;4;7;14;8;7;01-fÈvr
274359;N. Opoku;66;73;7;22;Junior;Leicester City;Attacker;ST;23,3;Right;31-01-23;1,8;30000;10;55;Lean (170-185);Controlled Lengthy;21;18;8;16;1;01-fÈvr
263376;A. Al Hamadi;66;73;7;22;Junior;Ipswich Town;Attacker;ST;21,7;Right;29-01-24;1,8;31000;8;52;Normal (185+);Controlled Lengthy;22;51;42;38;1;01-fÈvr
278288;A. Matos;65;81;16;19;Junior;Chelsea;Midfielder;CDM;21,9;Right;01-07-23;1,8;38000;9;65;Normal (170-185);Controlled Explosive;6;12;3;7;6;01-fÈvr
73893;A. Agbinone;65;82;17;18;Junior;Crystal Palace;Attacker;LW;22;Right;01-07-24;1,8;30000;10;55;Normal (170-185);Mostly Explosive;10;11;12;11;0;01-fÈvr
222156;J. Bree;70;71;1;26;Major;Southampton;Defender;RB;23,4;Right;26-01-23;1,7;35000;11;63;Normal (170-185);Controlled;24;20;15;20;0;01-fÈvr
253461;L. Cundle;66;73;7;22;Junior;Wolverhampton Wanderers;Midfielder;CAM;21,5;Right;09-10-18;1,7;31000;10;59;Lean (170-);Controlled Explosive;14;13;10;12;3;01-fÈvr
265412;H. Vale;65;79;14;20;Junior;Chelsea;Midfielder;CAM;23,2;Left;11-09-20;1,7;41000;13;62;Lean (170-185);Controlled Explosive;6;12;3;7;6;01-fÈvr
190885;A. Smith;73;73;0;33;Senior;AFC Bournemouth;Defender;RB;24,1;Right;28-01-14;1,6;44000;9;67;Lean (170-185);Controlled;12;15;22;16;0;01-fÈvr
198350;D. Bentley;72;72;0;30;Major;Wolverhampton Wanderers;Goalkeeper;GK;20,7;Right;25-01-23;1,6;29000;71;41;Normal (185+);Controlled Lengthy;14;13;10;12;3;01-fÈvr
206115;I. Hayden;71;71;0;29;Major;Newcastle United;Midfielder;CDM;22,6;Right;11-07-16;1,6;63000;10;63;Normal (185+);Controlled Lengthy;7;4;11;7;4;01-fÈvr
233851;J. Taylor;68;73;5;26;Major;Ipswich Town;Midfielder;CM;20,5;Right;26-06-23;1,6;33000;12;66;Lean (185+);Controlled;22;51;42;38;1;01-fÈvr
71998;T. George;64;84;20;18;Junior;Chelsea;Midfielder;CAM;20,1;Right;04-02-23;1,6;35000;8;55;Lean (170-185);Mostly Explosive;6;12;3;7;6;01-fÈvr
189615;A. Cresswell;74;74;0;34;Senior;West Ham United;Defender;LB;21,6;Left;03-07-14;1,5;62000;10;69;Normal (170-185);Controlled;9;14;7;10;0;01-fÈvr
256488;M. Cox;65;78;13;21;Junior;Brentford;Goalkeeper;GK;22,3;Right;22-07-21;1,5;13000;65;32;Normal (170-185);Controlled;16;9;13;13;0;01-fÈvr
71973;E. Wheatley;64;83;19;18;Junior;Manchester United;Attacker;ST;22,9;Right;22-01-24;1,5;35000;10;53;Normal (185+);Controlled;8;3;6;6;20;01-fÈvr
180819;A. Lallana;74;74;0;36;Senior;Southampton;Midfielder;CAM;24,7;Right;01-07-24;1,4;36000;11;68;Lean (170-185);Controlled;24;20;15;20;0;01-fÈvr
188836;J. Steele;74;74;0;33;Senior;Brighton & Hove Albion;Goalkeeper;GK;22,4;Right;21-06-18;1,4;41000;75;42;Normal (185+);Controlled;11;6;9;9;0;01-fÈvr
203751;C. Townsend;71;71;0;31;Senior;Ipswich Town;Defender;LB;21,8;Left;01-08-24;1,4;39000;8;63;Lean (170-185);Controlled;22;51;42;38;1;01-fÈvr
268460;G. Kuol;64;78;14;19;Junior;Newcastle United;Attacker;RM;22,2;Right;01-01-23;1,4;39000;10;51;Lean (170-185);Mostly Explosive;7;4;11;7;4;01-fÈvr
270617;A. Murphy;64;81;17;20;Junior;Newcastle United;Defender;CB;21,5;Left;09-07-22;1,4;35000;10;55;Normal (185+);Controlled Lengthy;7;4;11;7;4;01-fÈvr
180216;S. Coleman;74;74;0;35;Senior;Everton;Defender;RB;24,6;Right;02-02-09;1,3;32000;10;69;Normal (170-185);Controlled;15;17;16;16;9;01-fÈvr
271940;M. Godo;64;74;10;21;Junior;Fulham;Attacker;RM;21,4;Right;11-03-22;1,3;30000;10;55;Lean (170-);Mostly Explosive;13;10;21;15;0;01-fÈvr
71651;J. Acheampong;63;83;20;18;Junior;Chelsea;Defender;CB;22,2;Right;03-01-24;1,3;32000;10;57;Lean (170-185);Controlled;6;12;3;7;6;01-fÈvr
164835;≈Å. Fabia≈Ñski;77;77;0;39;Senior;West Ham United;Goalkeeper;GK;23;Right;20-06-18;1,2;23000;75;42;Normal (185+);Controlled Lengthy;9;14;7;10;0;01-fÈvr
207998;D. Ward;72;72;0;31;Senior;Leicester City;Goalkeeper;GK;24,1;Right;21-07-18;1,2;25000;71;40;Lean (185+);Controlled;21;18;8;16;1;01-fÈvr
243048;W. Dennis;67;72;5;23;Major;AFC Bournemouth;Goalkeeper;GK;22,4;Right;19-01-18;1,2;17000;67;33;Stocky (185+);Controlled;12;15;22;16;0;01-fÈvr
268439;T. Collyer;64;75;11;20;Junior;Manchester United;Midfielder;CDM;20,1;Right;20-03-22;1,2;33000;11;59;Lean (170-185);Controlled;8;3;6;6;20;01-fÈvr
263901;E. Turns;64;75;11;21;Junior;Brighton & Hove Albion;Defender;CB;22,9;Left;22-09-20;1,2;31000;12;52;Normal (170-185);Controlled Lengthy;11;6;9;9;0;01-fÈvr
274377;E. Gonz√°lez;63;81;18;19;Junior;Wolverhampton Wanderers;Midfielder;CAM;24,2;Left;31-08-23;1,2;26000;11;53;Normal (170-);Mostly Explosive;14;13;10;12;3;01-fÈvr
271218;W. Alves;63;79;16;19;Junior;Leicester City;Midfielder;CAM;23,1;Right;01-07-21;1,2;21000;8;55;Lean (170-185);Controlled;21;18;8;16;1;01-fÈvr
71227;J. Danns;63;81;18;18;Junior;Liverpool;Attacker;ST;21,3;Right;01-07-23;1,2;32000;9;52;Lean (185+);Controlled;3;5;2;3;19;01-fÈvr
279128;T. Nyoni;62;84;22;17;Junior;Liverpool;Midfielder;CAM;20,4;Right;12-11-23;1,2;22000;8;55;Lean (170-185);Controlled;3;5;2;3;19;01-fÈvr
186392;J. Ward;73;73;0;34;Senior;Crystal Palace;Defender;CB;23,5;Right;28-05-12;1,1;54000;9;63;Lean (185+);Controlled Lengthy;10;11;12;11;0;01-fÈvr
217096;J. Lumley;70;70;0;29;Major;Southampton;Goalkeeper;GK;20;Right;07-08-23;1,1;24000;70;41;Lean (185+);Controlled Lengthy;24;20;15;20;0;01-fÈvr
272863;F. Umeh-Chibueze;63;78;15;19;Junior;Crystal Palace;Attacker;ST;22,7;Left;09-02-23;1,1;26000;12;62;Lean (170-185);Controlled Explosive;10;11;12;11;0;01-fÈvr
278292;J. McConnell;63;77;14;19;Junior;Liverpool;Midfielder;CM;22,2;Right;01-07-23;1,1;30000;10;57;Lean (170-185);Controlled;3;5;2;3;19;01-fÈvr
71997;K. Dyer;62;82;20;17;Junior;Chelsea;Midfielder;CDM;20,5;Right;01-12-23;1,1;27000;9;60;Lean (170-185);Controlled Explosive;6;12;3;7;6;01-fÈvr
193182;W. Foderingham;73;73;0;33;Senior;West Ham United;Goalkeeper;GK;21,9;Left;01-07-24;1;37000;73;43;Normal (185+);Controlled Lengthy;9;14;7;10;0;01-fÈvr
206561;C. Walton;68;70;2;28;Major;Ipswich Town;Goalkeeper;GK;18,9;Left;19-01-22;1;22000;67;38;Lean (185+);Controlled;22;51;42;38;1;01-fÈvr
241076;S. Benda;67;70;3;25;Major;Fulham;Goalkeeper;GK;24,4;Right;30-08-23;1;25000;66;32;Normal (185+);Controlled;13;10;21;15;0;01-fÈvr
239772;J. Stolarczyk;66;71;5;23;Major;Leicester City;Goalkeeper;GK;21;Right;07-02-17;1;15000;67;34;Lean (185+);Controlled;21;18;8;16;1;01-fÈvr
70996;J. Wright;62;82;20;18;Junior;Manchester City;Midfielder;CAM;23,4;Right;01-07-23;1;34000;10;58;Lean (170-185);Controlled;1;1;1;1;10;01-fÈvr
70162;M. Golding;62;81;19;18;Junior;Leicester City;Midfielder;CAM;19,9;Right;07-07-24;1;19000;10;60;Lean (170-185);Controlled;21;18;8;16;1;01-fÈvr
278017;O. Kellyman;62;80;18;18;Junior;Chelsea;Midfielder;CAM;19,5;Left;29-06-24;1;35000;11;57;Lean (185+);Controlled;6;12;3;7;6;01-fÈvr
74413;H. Armstrong;61;82;21;17;Junior;Everton;Midfielder;CM;20,5;Right;01-07-24;1;15000;10;56;Lean (185+);Controlled;15;17;16;16;9;01-fÈvr
270676;S. Mills;62;74;12;20;Junior;Everton;Midfielder;CAM;21,6;Right;01-07-21;0,95;22000;8;53;Normal (170-185);Controlled;15;17;16;16;9;<1
261375;L. Bergstr√∂m;63;73;10;21;Junior;Chelsea;Goalkeeper;GK;19,5;Right;05-09-19;0,925;19000;62;33;Lean (185+);Controlled;6;12;3;7;6;<1
74634;R. Dixon;62;74;12;19;Junior;Everton;Defender;RB;23,5;Right;01-08-23;0,9;19000;12;54;Normal (170-);Controlled Explosive;15;17;16;16;9;<1
267844;Kim Ji Soo;62;76;14;19;Junior;Brentford;Defender;CB;19,8;Right;01-07-23;0,875;23000;9;46;Lean (185+);Controlled Lengthy;16;9;13;13;0;<1
268443;D. Gore;61;78;17;19;Junior;Manchester United;Midfielder;CAM;21,7;Right;06-10-21;0,85;31000;10;57;Lean (170-185);Controlled Explosive;8;3;6;6;20;<1
278057;B. Meupiyou;61;81;20;18;Junior;Wolverhampton Wanderers;Defender;CB;21,9;Left;29-08-24;0,85;20000;8;50;Lean (185+);Controlled Lengthy;14;13;10;12;3;<1
277427;N. O'Reilly;61;80;19;19;Junior;Manchester City;Midfielder;CAM;22;Left;01-07-21;0,85;39000;9;55;Normal (185+);Controlled;1;1;1;1;10;<1
220407;M. D√∫bravka;76;76;0;35;Senior;Newcastle United;Goalkeeper;GK;22,2;Right;01-07-18;0,825;32000;76;43;Normal (185+);Controlled;7;4;11;7;4;<1
271235;O. Bevan;62;73;11;20;Junior;AFC Bournemouth;Defender;CB;22,3;Right;01-03-21;0,825;23000;12;51;Normal (185+);Controlled Lengthy;12;15;22;16;0;<1
277561;S. Amo-Ameyaw;61;79;18;17;Junior;Southampton;Attacker;LM;21,1;Left;24-07-23;0,825;16000;9;50;Lean (170-185);Controlled Explosive;24;20;15;20;0;<1
71634;E. da Silva Moreira;61;80;19;18;Junior;Nottingham Forest;Attacker;RM;24,2;Right;25-06-24;0,825;21000;11;55;Normal (170-185);Controlled;17;16;24;19;1;<1
204246;M. Bettinelli;70;70;0;32;Senior;Chelsea;Goalkeeper;GK;22;Right;28-07-21;0,8;41000;70;38;Normal (185+);Controlled;6;12;3;7;6;<1
279624;Mahamadou Susoho;61;80;19;19;Junior;Manchester City;Midfielder;CDM;23,2;Right;01-07-22;0,8;35000;11;58;Lean (170-185);Controlled;1;1;1;1;10;<1
262569;R. Trevitt;61;75;14;21;Junior;Brentford;Midfielder;CAM;22,4;Right;11-01-21;0,8;26000;8;56;Lean (170-185);Controlled;16;9;13;13;0;<1
73896;C. Kporha;61;77;16;17;Junior;Crystal Palace;Attacker;ST;23,2;Right;15-07-23;0,775;19000;10;59;Stocky (170-);Controlled Explosive;10;11;12;11;0;<1
169588;J. Evans;74;74;0;36;Senior;Manchester United;Defender;CB;21,8;Right;01-09-23;0,75;50000;13;57;Lean (185+);Controlled;8;3;6;6;20;<1
273599;H. Amass;60;85;25;17;Junior;Manchester United;Defender;LB;23,7;Left;01-07-23;0,75;21000;12;52;Lean (170-185);Controlled Explosive;8;3;6;6;20;<1
207557;R. Olsen;74;74;0;34;Senior;Aston Villa;Goalkeeper;GK;22,7;Right;01-07-22;0,725;47000;74;41;Normal (185+);Controlled;4;7;14;8;7;<1
271977;H. Davies;61;73;12;20;Junior;Liverpool;Goalkeeper;GK;22,6;Left;31-07-21;0,7;15000;60;30;Normal (185+);Controlled;3;5;2;3;19;<1
278773;M. Lewis-Skelly;59;82;23;17;Junior;Arsenal;Midfielder;CAM;21,7;Left;05-10-23;0,7;26000;10;56;Normal (170-185);Controlled;2;2;5;3;13;<1
70786;J. King;59;83;24;17;Junior;Fulham;Midfielder;CAM;22,1;Right;16-01-24;0,7;20000;9;56;Lean (170-185);Controlled;13;10;21;15;0;<1
152908;A. Young;73;73;0;38;Senior;Everton;Defender;RB;21,2;Right;13-07-23;0,675;29000;14;72;Lean (170-185);Controlled;15;17;16;16;9;<1
236568;B. Austin;64;68;4;25;Major;Tottenham Hotspur;Goalkeeper;GK;21,8;Right;21-09-16;0,65;27000;63;33;Lean (185+);Controlled;5;8;4;6;2;<1
75272;W. Lankshear;59;79;20;19;Junior;Tottenham Hotspur;Attacker;ST;23,8;Right;01-07-23;0,625;34000;12;51;Lean (185+);Controlled;5;8;4;6;2;<1
258724;E. Brierley;60;72;12;20;Junior;Brentford;Midfielder;CAM;23,7;Right;14-06-23;0,6;25000;9;56;Lean (170-185);Controlled;16;9;13;13;0;<1
74242;Z. Abbott;60;77;17;18;Junior;Nottingham Forest;Defender;CB;21,6;Right;22-08-22;0,6;19000;11;50;Normal (170-185);Controlled;17;16;24;19;1;<1
277705;Y. Konak;60;78;18;18;Junior;Brentford;Midfielder;CDM;22;Right;11-01-24;0,6;21000;13;54;Lean (170-185);Controlled;16;9;13;13;0;<1
73895;J. Devenny;60;74;14;20;Junior;Crystal Palace;Midfielder;CM;23,6;Left;21-08-23;0,6;28000;11;60;Normal (170-185);Controlled Lengthy;10;11;12;11;0;<1
279117;A. Dorrington;59;79;20;19;Junior;Tottenham Hotspur;Defender;CB;21,2;Right;13-06-23;0,6;29000;10;50;Lean (185+);Controlled Lengthy;5;8;4;6;2;<1
271669;Juan Larios;60;75;15;20;Junior;Southampton;Defender;LB;23,5;Left;01-09-22;0,575;20000;10;53;Normal (170-);Controlled Explosive;24;20;15;20;0;<1
236239;A. Whiteman;63;68;5;25;Major;Tottenham Hotspur;Goalkeeper;GK;23,5;Right;21-09-16;0,55;26000;63;32;Normal (185+);Controlled;5;8;4;6;2;<1
279008;L. De Fougerolles;58;78;20;18;Junior;Fulham;Defender;CB;22,7;Right;06-04-23;0,525;23000;9;50;Lean (170-185);Controlled;13;10;21;15;0;<1
264124;C. Peupion;59;69;10;21;Junior;Brighton & Hove Albion;Attacker;RM;24,8;Right;01-07-21;0,5;30000;7;52;Lean (170-185);Controlled;11;6;9;9;0;<1
264645;C. Slicker;59;69;10;21;Junior;Ipswich Town;Goalkeeper;GK;22,5;Right;08-07-23;0,45;10000;59;34;Normal (185+);Controlled;22;51;42;38;1;<1
276718;K. Rodney;58;70;12;19;Junior;Crystal Palace;Defender;CB;22,3;Right;11-08-22;0,45;25000;8;54;Lean (185+);Controlled;10;11;12;11;0;<1
275876;B. Parkinson;57;77;20;19;Junior;Newcastle United;Attacker;ST;19,7;Right;14-07-23;0,45;37000;11;50;Lean (170-185);Controlled;7;4;11;7;4;<1
71498;L. Chiwome;56;79;23;18;Junior;Wolverhampton Wanderers;Attacker;ST;21,7;Right;20-03-24;0,45;24000;10;46;Lean (185+);Controlled;14;13;10;12;3;<1
278957;J. Meghoma;57;77;20;18;Junior;Brentford;Defender;LB;23,2;Left;30-08-24;0,425;21000;9;51;Lean (170-185);Controlled Explosive;16;9;13;13;0;<1
225650;T. King;64;64;0;29;Major;Wolverhampton Wanderers;Goalkeeper;GK;21,3;Right;03-07-23;0,4;23000;63;38;Normal (185+);Controlled Lengthy;14;13;10;12;3;<1
278098;K. Casey;57;74;17;19;Junior;West Ham United;Defender;CB;20,5;Right;31-05-22;0,4;26000;12;47;Lean (185+);Controlled Lengthy;9;14;7;10;0;<1
264622;A. Pond;57;73;16;20;Junior;Wolverhampton Wanderers;Defender;CB;23;Right;01-09-22;0,4;22000;9;45;Lean (185+);Controlled Lengthy;14;13;10;12;3;<1
75642;Z. Marsh;56;72;16;18;Junior;Crystal Palace;Attacker;ST;23,9;Right;01-07-24;0,375;28000;10;48;Normal (170-185);Controlled;10;11;12;11;0;<1
172203;F. Forster;73;73;0;36;Senior;Tottenham Hotspur;Goalkeeper;GK;23;Right;01-07-22;0,35;24000;72;40;Normal (185+);Controlled;5;8;4;6;2;<1
198039;M. Gillespie;65;65;0;32;Senior;Newcastle United;Goalkeeper;GK;22,5;Right;27-07-20;0,35;34000;64;36;Normal (185+);Controlled;7;4;11;7;4;<1
75106;K. Cahill;57;71;14;20;Junior;Brighton & Hove Albion;Goalkeeper;GK;22,2;Right;01-07-24;0,35;14000;57;30;Normal (185+);Controlled;11;6;9;9;0;<1
189324;A. McCarthy;71;71;0;34;Senior;Southampton;Goalkeeper;GK;21,2;Right;01-08-16;0,325;26000;69;40;Lean (185+);Controlled;24;20;15;20;0;<1
203824;R. Matthews;63;63;0;30;Major;Crystal Palace;Goalkeeper;GK;21,2;Right;13-07-21;0,325;26000;63;38;Normal (185+);Controlled Lengthy;10;11;12;11;0;<1
250830;I. Samuels;56;70;14;21;Junior;Brighton & Hove Albion;Defender;LB;20,9;Left;05-08-22;0,325;28000;8;47;Lean (185+);Controlled;11;6;9;9;0;<1
163600;J. Ruddy;71;71;0;37;Senior;Newcastle United;Goalkeeper;GK;26;Right;01-07-24;0,21;25000;69;36;Stocky (185+);Controlled;7;4;11;7;4;<1
172723;A. Begoviƒá;71;71;0;37;Senior;Everton;Goalkeeper;GK;25,3;Right;23-08-24;0,21;15000;70;39;Lean (185+);Controlled;15;17;16;16;9;<1
74451;A. Borto;54;65;11;20;Junior;Fulham;Goalkeeper;GK;22,6;Right;01-04-21;0,2;13000;54;30;Lean (185+);Controlled;13;10;21;15;0;<1
163264;T. Heaton;70;70;0;38;Senior;Manchester United;Goalkeeper;GK;24;Right;02-07-21;0,18;22000;70;41;Normal (185+);Controlled;8;3;6;6;20;<1
157804;S. Carson;63;63;0;38;Senior;Manchester City;Goalkeeper;GK;24,3;Right;20-07-21;0,05;22000;62;36;Stocky (185+);Controlled;1;1;1;1;10;<1
